,Unnamed: 0,ID,review_description,rating
310,310,286,توريد وتركيب جميع انواع الحجر الطبيعي والرخام حجر مصري سوري سعودي أردني أراني هندي للقسائم والوجهات والطوابق والسرديب والأسوار وتركيب برويذ الدرايش والابواب وتركيب حجر السق,1.0
311,311,287,أنصح به يعجبني طريقة الطلب السهلة,1.0
312,312,288,ممتاز ارجو التوصيل في نطاق اوسع وعدم التأخير في التوصيل,1.0
313,313,289,ماشاء الله تطبيق مفيد جدا وينفع مره,1.0
314,314,290,للأسف الشديد فى البداية كان أفضل أما الآن فكثره من المطاعم والبائعين إختفوا من التطبيق !!! .,-1.0
315,315,291,ررررروعه,1.0
316,316,292,ناس محترمه جدا جدا جدا شكرا وألف شكر,1.0
317,317,293,جيد و سهل المعاملات,1.0
318,318,294,موقع إبداع والمتابعة ممتازه,1.0
319,319,295,قوووووووي,1.0
320,320,296,طلبات مارت كان التوصيل فيه الاول مجاني بعدين زاد مرة واحدة ! أرجو يرجع تاني مجاني او ع الاقل خدمة التوصيل تكون معقولة,0.0
321,321,297,مكه,1.0
322,322,298,تمام حلو جدا,1.0
323,323,299,البرنامج حلووووووووووو ندفي كل المطاعم,1.0
324,324,300,انا في منطقه عسير ما فيه إلى طلب واحد,0.0
325,325,301,طريق سيئ,-1.0
326,326,302,تحديث ننننن,-1.0
327,327,303,العراق عالسينة,-1.0
328,328,304,خدمة كويسه جدا جدا ♥️🌹😍,1.0
329,329,305,شركه محترمه جدا وباصات ممتازه,1.0
330,330,306,برنامج ممتاز وتوقيتهم روعه,1.0
331,331,307,تطبيق الصراحه ان مرتااااااح فيه,1.0
332,332,308,جميل جدا هذا البرنامج تطلب من شيء بس رسالة,1.0
333,333,309,حلو وفي اسرع وقت يوصلك الاكل الي تحبه بس فيه عيب ليش مكدونالدز مو معاهم اتمنى ان يعدلونه و شكرا انصحكم ف تنزيله,1.0
334,334,310,"شكرا"" لكم",1.0
335,335,311,منظمين ودقة في الوقت,1.0
336,336,312,ممتاز وسهل جدا,1.0
337,337,313,حلو زي وجههم,1.0
338,338,314,هذا برامج يجنن,1.0
339,339,315,"ممتاز بمعنى الكلمة,,",1.0
340,340,316,ممتاز برنامج جميل جدا,1.0
341,341,317,اطلب يتاخر من ساعة الي ساعة ونصف يكون الضيوف غادرو المنزل وبعد ياتون يجبو الطلب يقول والله ماعندنا صرف وياخذ اكثر من حقة المتفق عليه برنامج غير صادق لذا خذ الحاذار منه...؟,-1.0
342,342,318,إصدار التطبيق سيئ وغير مفيد,-1.0
343,343,319,جید,1.0
344,344,320,الطلبات تتأخر بس هم معذورين أكثر من 1مليون شخص يستخدمه,1.0
345,345,321,هل تفرض شركة طلبات عمولة مالية ف حالة تأخر الزبون ف اللقاء بالمندوب لإستلام طلبه؟,1.0
346,346,322,عدم التزام بلبس الاقنعة الواقيه,-1.0
347,347,323,حلو مشاءالله,1.0
348,348,324,لييييييش؟! كنت فرحان مره اخر شي ما يوصل صحم بس كله مسقط العاصمه💔 ترا حتى الي في صحم يريدو !,-1.0
349,349,325,دقيق في توصيل,1.0
350,350,326,تجربة أولى وكان التجاوب رائع,1.0
351,351,327,ولاعة,1.0
352,352,328,ةخفخي ب ع بس هلئ مرحباً مليون مره ثانيه أن شاء الله يومين بعد المغرب ان شاء اللة يبارك فيك يا ابو احمد الغالي مرحبا مليون مبروك بك في,1.0
353,353,329,بتوفيق,1.0
354,354,330,شركة فشله وزبالة ودليفرى ازبل من شركة ولا خدمة عملاء نافع ولا خدمة الشكوى نافع اعفن شركة اتعملت معاها,-1.0
355,355,331,قمت بمسح. البرنامج بسبب المغالاة في رسوم الالغاء حيث ان السيارة لا تنتظر اكثر من دقيقة العميل ويتم عمل رسوم 15 جنيه للالغاء اذا لم يحضر و هذا يعتبر مغالاة كبيرة يتكبدها العملاء لا توازي انتظار سياراتكم لدقيقة فبالكثير 5 جنيه الغاء وكمان كتير علي دقيقة اذا لم تعيدو النظر لن استخدم برنامجكم مرة اخري,-1.0
356,356,332,لو سمحت في امكانيه تاجير ميكروباص الي مصيف,1.0
357,357,333,كثير مفيد,1.0
358,358,334,جميل يستاهل مليون نجمه*,1.0
359,359,335,طيبب,1.0
360,360,336,جميييل جدااا,1.0
361,361,337,ليش مايحمل بسرعه اتمنى تحلون المشكله,0.0
362,362,338,سهل الاختيار 😁,1.0
363,363,339,اخرى موقع نصب واحتيال دفعت ٣اضعاف السعر الاصلي بحجة الموقة,-1.0
364,364,340,حنوش,1.0
365,365,341,تلقينا جميعا حظر بسبب انتهاك ولم نقم لاي فعل ..حتي في الاكونت الجديد لما.جينا نطلب جانا حظر بسبب انتهاك وهذه اول مرة ..ولا نستطيع اي منا الطلب من خلال طلبات,-1.0
366,366,342,تطبيق رائع 👍,1.0
367,367,343,ييييجنننن😭😭♥.,1.0
368,368,344,ممتاز احلى تطبيق,1.0
369,369,345,يستغرق اكثر من الوقت المحدد لتوصيل الطلبات... حتى ولو كان المطعم قريب جداً من العنوان,-1.0
370,370,346,ماغير اكل ومطاعم وحاطين صور اغراض سوق ايش الكذب ذا 😠😬,-1.0
371,371,347,اكثر من ممتاز,1.0
373,373,348,جميل😘😘😘انصح بتحميل,1.0
374,374,349,عنجد بتجننن,1.0
375,375,350,جميل لاكن يتاخر في توصيل الطلب للمطعم عشان يوصله لي,1.0
376,376,351,جيد اتشبعون الواحد,1.0
377,377,352,التطبيق للأسف اصبح سيء 💔 واسعارهم اعلى من اسعار المحلات مع زيادة الضريبة ورسوم الخدمة ع الفاتورة,-1.0
378,378,353,مرة طلبت طلب و تأخر علي ساعتين,-1.0
379,379,354,اعجبتني جدااااااا,1.0
380,380,355,البرنامج مش عايز يفتح على كل شويه عايز تحديث وخش على التحديثات ما فيش تحديثاتك,-1.0
381,381,356,ممتاز على الوقت,1.0
382,382,357,الخدمه جدا سريعه وسهله,1.0
383,383,358,تطبيق جميل جدا المشكله الوحيده بعض المطاعم مافيها صور,1.0
384,384,359,خرة بعد التحديث كل ما افتح التطبيق يقول البرنامج يعمل علي جهاز غير امن ويخرج لوحدة,-1.0
385,385,360,سيئة جدآ,-1.0
386,386,361,ععععع,1.0
387,387,362,ازبل تطبيق وازبل معامله نصيحه اخويه محدش يتعامل مع شركه سويڤل عشان نصابين واسعارهم غاليه ومعاملتهم زباله زباله😡😡😡,-1.0
388,388,363,تطبيق رائع لكن الأوزان مشكله لازم كيلو كمان عدم إرجاع الفلوس في حاله إلغاء الطلب مش كويسه والأهم فين الهدايا,1.0
389,389,364,"يييييييببعننيي حشا النعمه بس توصيلل وع اطلب ساعه10 يوصلني الساعه 11 ششنو في 
يبابا",-1.0
390,390,365,طابات مش موجوده في سمالوط منطقه شارع ابو زهران,-1.0
391,391,366,احسن تطبيق في الدنيا واكتر ناس محترمين شكرا جدا جدا علي احترام شركه طلبات اكتر خدمه عملاء بصراحه محترمه جدا جدا جدا عن باقي الشركات شكرا جدا طلبات,1.0
392,392,367,�� good,
393,393,368,غير صادقين,-1.0
394,394,369,الله يلعنكم ويلعن مايحط اعلانات اجبارية.....مقرف مثل اكلكم العفن,-1.0
395,395,370,ليش مافيه وادي الدوسر,-1.0
396,396,371,حسن,-1.0
398,398,372,كان لازم تقولو اننا لازم نروح الفرع قبل ما نحمل البرنامج انتم ع كول فشلة كده,-1.0
399,399,373,جميل جدا وسهل,1.0
401,401,374,يجماعه اقسم بالله العظيم انو هاي شركه نصابه وحرميه وكذابين وما بخافو الله عندي حساب لسا جديد حطيت فيه ٥٠ دينار وصيت طلب لتغا بعدين عملولي حظر ع الحساب وهو في ٥٠ دينار دير بالكو والله نصابين,-1.0
402,402,375,موب حلو ما يوصل أم قرن وله مطعم شنو ذي آخر مرة انزله,-1.0
403,403,376,مثالي,1.0
404,404,377,هو أفضل تطبيق للطلبات في مصر خدمة عملاء محترمة ومحترفة رسالة شكر لطلبات وموظفينها الكرام.. لم أجد غير الصدق واحترام العميل . شكرا لكم من القلب.,1.0
405,405,378,تطبيق خايس ماانصح بتحميله,-1.0
406,406,379,طلبت طلبيتين وتم خصم المبالغ بدون وصول الطلبيات.. تواصلت معكم وتم الاعتذار عن حدوث مشكلة في البرنامج وقيل لي ان المبالغ ستصل بعد ١٠ ايام. مر ١٣ يوم ولم ترجع المبالغ كررت التواصل معكم وتم ابلاغي انه سيتم اعادة المبالغ بعد نصف ساعة، ومرت الساعات والايام ولم ترجع المبالغ الى الان. سيتم حذف البرنامج وابلاغ الجميع بحذفه لنصبه واحتياله,-1.0
407,407,380,بالتوفيق وانشالله للامام,1.0
408,408,381,جميل مررر,1.0
409,409,382,لا استطيع الاستغناء عن ابلكيشن طلبات👌ممتاز,1.0
410,410,383,الطلبيات لم تصل لي علما بأن تم خصم المبلغ من الحساب الخاص بي دجاج كنتاجي للاسف الشديد,-1.0
411,411,384,لا انصح باستخدام التطبيق كل يوم في تأخير بموعد الرحلة احيانا ربع ساعة واحيانا بتصل ساعة وخدمة العملاء اغبى منهم مستحيل تلاقي ما بفيدوك ب أشي ..عند التواصل معهم بكون الرد انه سيتم تواصل مع القسم المختص بكون الرد علي بعد ربع ساعة اليوم حجزت برحلة 8.30 طلعت عل 9.10 تطبيق فاشل,1.0
412,412,385,العدامه,1.0
413,413,386,الفكرة حلوة جدااااا بس السعر مبالغ فيه اوى هشيل التطبيق لحد متظبطوا الاسعار,-1.0
414,414,387,عجيببب,1.0
415,415,388,جودة ممتازة لكن ناقصة خدمة عملاء جيدة,1.0
416,416,389,ممتاز خدمة رائعة,1.0
417,417,390,كانت تجربه زباله,-1.0
418,418,391,يتأخر اشوي,1.0
419,419,392,البرنامج جميل ... وهناك تواصل من طلبات في حال المطعم تأخر في الطلبيه,1.0
420,420,393,وايد تحسن الموقع وبإنتظار العروض الافضل,1.0
421,421,394,للأسف من ساعة ما نزلته وبفتحه ومكتوب جاري إرسال رمز الفتح ولم يبعت شئ شكله كلام فاضي,1.0
422,422,395,رائعه,1.0
429,429,396,ممكن اعرف اخد كوبون خصم ازاي,1.0
430,430,397,Khara,-1.0
431,431,398,ليش كل المطاعم مغلقه,1.0
432,432,399,إزاي أحول لمحفظه تانية لشركة تانيه ( كنتم قائلين أنها موجود في المميزات بتاعتكم ولحد دلوقتي مش عارف ) ياريت الرد يكون بالعربية,0.0
433,433,400,ممتاز اعتمد عليه 👍,1.0
434,434,401,رائع جداااااااااااااااااا ❤❤,1.0
435,435,402,الصراحه تطبيق جدا رائع ماشاء الله و يوفر لك خيارات كثيره في الطلب,1.0
436,436,403,مقرفين,-1.0
437,437,404,Perfect Service !,1.0
439,439,405,محملاه من سنه ومجاليش اي خصم ممكن افهم في اي بالظبط,-1.0
440,440,406,انصحكم تحملونه,1.0
441,441,407,المفروض ا ايحددون موقعك مليت وانا اوصف,1.0
442,442,408,خدمة سيئة والشركة لا تهتم بالطيارين وتعاملهم بشكل غير ادمي شركة المينيوز افضل منها ومرسول وچوميا,-1.0
443,443,409,جمييل جداا وراااائع,1.0
444,444,410,بجربه,0.0
445,445,411,هوو حلوو ماقلناشيي بس المشكلهه الكبرى ان مالقيت المكان الي انا ساكنه فيهه,0.0
446,446,412,كثرة تسليم الوجبات ناقصة مع التبيه لهم اكثر من مرة و التأخير في تسليم بعض المنتجات احيانا وارتفع اسعار بعض المنتجات عن السوق و عدم موازنة مسافات التوصيل مع سعر التوصيل وعدم الاهتمام بالزبون ومحاولة سرقته بشتى الطرق,-1.0
447,447,413,دايمن يتاخر الاكل بارد,-1.0
448,448,414,الصراحة روعة و اسهل,1.0
449,449,415,قمه الروعه والجمال ربنا يحفظكم ويبارك فيكم جميعا يارب العالمين,1.0
450,450,416,تم خصم مبلغ من حسابي بالخطاء حيث دفعت مبلغ كاش للمندوب وقدمت شكوى ولم يتم إرجاع مبلغ هذي اخر مره اطلب من هذا تطبيق وسوف احذف برنامج,-1.0
451,451,417,التطبيق مش بيفتح بقي زباله,-1.0
452,452,418,حملته وماستفدت منه شي اروح اشتري بنفسي احسن واسرع,-1.0
453,453,419,تطبيق مبتكر,0.0
454,454,420,تطبيق سي للغاية والسائقين غير مؤهلين لتعمل باسلوب رقي تطبيق سي والسائقين غير منضبتين لا انصح به,-1.0
455,455,421,الله التطبيق يجنن ماشاء الله,1.0
456,456,422,واوا,1.0
457,457,423,بايخ والله,-1.0
458,458,424,يوجد مشكله في التحديث الجديد وهي عدم التسبيت علي الهاتف نرجو الافاده,1.0
459,459,425,انصحكم لذيذ,1.0
460,460,426,نجمة وكثير عليكم اصلا برنامج فاشل والقائمين عليه افشل,-1.0
461,461,427,مره حلوه انصحكم تنزلون ☺❤,1.0
462,462,428,غير لايق,1.0
463,463,429,التطبيق زى الزفت حملته ٣ مرات و مابيفتحش ، و المشكله دى عند الكل ، طيب هنستخدمه ازاى ؟!!!,-1.0
464,464,430,تحديثات البرنامج بطيء و في أغلب الأحيان لا يمكن الطلب,0.0
465,465,431,شركة في منتهي الفشل وإدارة أفشل وسواقين اوسخ واوسخ,-1.0
466,466,432,طظ,1.0
467,467,433,خدمة أكثر من ممتازة,1.0
468,468,434,خدمة ممتازة 👍,1.0
469,469,435,ليش الاكل يوصلني بارد,-1.0
470,470,436,افضل تطبيق طلبات سرعه ودقه بالوقت,1.0
471,471,437,ياليت يتم توفير خدمة التوصيل من السوبر ماركت,-1.0
472,472,438,تطبيق وسخ وزبالة واصبح الكباتن فيه مجموعة من النصابين يتاخروا عن الميعاد ويتم تضليل المشترك باعطاءه بيانات لوحات خطا لااتوبيس ويكون رقم اللوحة شيئ تاني فيظهر على الجي بي اس مركبة مختلفة وكباتن منتهى السفالة لا بيرد ولا بيرشد ويتعمد الجري عند الوصول عندك عشان يضيع ه الرحلة ويخسرك ثمنها ويقبض هو ويعمل دور واثنين بسرعة بتفويت رحلات الناس وانتم فشلتم وحذفت التطبيق وللاسف معظم تطبيقات الركوب جماغي وخاص عدا اوبر واندرايفر نصب في نصب ومحاولة لحمع المال بتجميع اكبر عدد مشتركين دون خدمات وابشركم بالاغلاق,-1.0
473,473,439,ممكن تعملوا اخر رحله الساعه٦ ونص مساءاً,1.0
474,474,440,ممتاز جدآ ❤️ 😍 😘,1.0
475,475,441,بقالى ساعة كاتب رقم موبيلى عشان تجيلى رسالة بالكود,-1.0
476,476,442,هايل,1.0
480,480,443,اقوي موقععع بالتاريخ,1.0
481,481,444,برنامج مريح وسهل,1.0
482,482,445,لا لا لا,-1.0
483,483,446,الصوت والمكالمات كل شيء واضح وجميل جدا جدا,1.0
484,484,447,ضراب الكباتن,-1.0
485,485,448,تطبيق ممتاز  وسهل,1.0
486,486,449,"رحلة مريحه وتعامل راقي والباص مكيف والأمور جيدة شكرآ Swvl
",1.0
487,487,450,هو التطبيق متاح لعملاء اتصالات,-1.0
488,488,451,سائقين نصابين,-1.0
489,489,452,شكرا لكم على الخدمة و الاحترام والتقدير لكم,1.0
490,490,453,نصابين فشخ ولا ليكم لزمة في الحياة اي نصب وخداع ليه بس كده اوردر تكا ب 30 لما وصل قالوا 55 حسبي الله ونعم الوكيل,-1.0
491,491,454,مش المفرود اول اوردار بيكون عليه خصم ده لي محصلش معياا😑,0.0
492,492,455,جميلة جدااا,1.0
494,494,456,ممتاز بس ماعندي فلوس😂,0.0
495,495,457,هاى اول مره اطلب,1.0
496,496,458,احسن برنامج طلب طعام كلشي عندهم تمااامم انصحكم فيه.,1.0
497,497,459,من اسوء التطبيقات,-1.0
498,498,460,هذا البرنامج واجد حلو بس في مشكلة كل مرة اطلب طلبي يتاخر ما يوصل بسرعة ارجو حل المشكلة,1.0
499,499,461,السهوله في الدفع والسرعه في الوصول خيال مو طبيعي شكرا إلي القائمين على البرنامج الرائع,1.0
500,500,462,موفقين داىما,1.0
501,501,463,التطبيق اكثر من رائع 👍,1.0
502,502,464,افشل من هيك برنامج مانزلت، برنامج فاشل وغبي,-1.0
503,503,465,خايسسسسي,-1.0
504,504,466,سهل الوصول,1.0
505,505,467,ممتازه 👏,1.0
506,506,468,مش راضي يديني ال50جنيهزي ما في الاعلان ولا كان جر رجل فقط انا عارف انتوا تطبيق محترم مش عاوز يجيلي ليه,1.0
507,507,469,روعة روعة روعة روعة روعة روعة روعة روعة يستاهل مليون نجمة,1.0
508,508,470,عجيب ريحته,-1.0
509,509,471,مريييييح,1.0
510,510,472,حلو وتوصيل ابسرعا😍,1.0
511,511,473,للاسف الطلبات بتتاخر جدا علي غير العاده بقالها كذا مره و الابلكيشن يكتب تم التوصيل ويوصل بعد ساعه او اكتر اذا وصل,-1.0
512,512,474,اطلق مطعم,1.0
513,513,475,روعة والله,1.0
514,514,476,جميل لكن التوصيل متاخر,0.0
515,515,477,ما شاء الله,1.0
518,518,478,نظافه وسريع بالتوصيل ولبرياني شي عجيب,1.0
519,519,479,كويس مرههه,1.0
520,520,480,جميل جدا جدا جدا جدا ويتأهل 5 نجمات,1.0
521,521,481,يساعدني كثيرا,1.0
522,522,482,التطبيق جيد ولكن يوجد فرق بالسعر كبير، ايضا خصم ال 50 % أصبح لا يخصم الا 3 دنانير فقط وليس 50!,-1.0
523,523,483,مش حلو ادا لان وطلبت وجبة شورمة قال التوصيل ليرتين ونص كلاب والله ما تنزلو,-1.0
524,524,484,تحت التجربه لسى نشوف,1.0
525,525,485,شكرا لتوصيلكم السريع,1.0
526,526,486,زفتتت الوحد بدو يوكل يدفع كول مصاري احسن المطعم شورما على ريف خلو توصيل ببلاش .,-1.0
527,527,487,والله أنصحكم أن تحملو لان تطبيق حلو نزلو,1.0
528,528,488,رائع في تسليم الاكل ويكون الاكل سليم وسريع التوصيل 👍👍👍👍👍,1.0
529,529,489,ممتاز,1.0
545,545,490,لا يوصف جدً جميل خفيف دقيق ومثالي 👌✨,1.0
546,546,491,ابتعدي جدو تتحدى تيك توك مسح بالحق احمد عقد,-1.0
547,547,492,لا يستحق نجمه واحده فلا يمكن تصوير التحويل ولا يمكن التحويل بدون انترنت ومشاكل كثير,-1.0
548,548,493,حلو ورائع لاكن يطول الطلب,1.0
549,549,494,نصاب تطبيق هاذا سبب قمت بشراء منسف وصل بايت ومحجر رز يابس لا انصح به,-1.0
550,550,495,"واضح أنه في مشاكل كتير مع اني بفهم انجليزى وفاهم اللي مكتوب كويس بس مش عارف 
اتعامل مع البرنامج",-1.0
551,551,496,كويس للغايه,1.0
552,552,497,تطبيق جميل ورائع يعني الطلب بيوصل بسرعه ب الاسعار غاليه,1.0
553,553,498,مممممممتازززززز,1.0
554,554,499,احلا برنامج 😘,1.0
555,555,500,طلبت,-1.0
556,556,501,نقعد نوصف لواحد لوح لما تنسد نفسنا حطو ناس يفهمو بلشوارع حاطه البلد بلمنطقة ويقولي انا في شرفيه جدا سيء البرنامج ليه ماتحطو ميزة تحديد الموقع بلخريطه تفكو نفسكم وتفكونا من البنقال الغشم هذولي,-1.0
557,557,502,وحش وحش وحش وحش,-1.0
558,558,503,تطبيق مميز وجميل .. أفادني كثيرا واختصر لي الوقت حيث يسهل على المستخدم بالإضافة إلى أنه يضم الكثير من المطاعم المفضلة لدي .. تطبيق يستحق الإنتشار,1.0
559,559,504,دقه في التعامل,1.0
560,560,505,واااااوووو,1.0
561,561,506,رائع مره,1.0
562,562,507,اخلي برانمج,1.0
563,563,508,ماعندهم اغلب المطاعم للاسف,-1.0
564,564,509,يحتاج لتعديلات,-1.0
565,565,510,ما عم يفتح عندي التطبيق يا ريت يكون فيه حل للمشكلة,-1.0
566,566,511,تطبيق اكثر من رائع سهل علينا شراء حوائجنا بكل سهولة و يسر و من دون انتظار وفي اي وقت اتمنى لكم النجاح,1.0
567,567,512,زي زفت,-1.0
568,568,513,تطبيق جدا ممتاز وعروضه الافضل دائما ويسعى للافضل,1.0
569,569,514,برنامج أكثر من رائع يسهل عليك المشاوير 👌,1.0
570,570,515,اهنيكككككك علي برنامج ولله حلو لكن يتأخر أيذ جا يوصل,1.0
571,571,516,ياريت يكون عربى انا مش عارف اتعامل معاه,-1.0
572,572,517,ماشاء لله فكره حلوه,1.0
573,573,518,ممتاز يرجي تغطيه كل الاماكن,1.0
574,574,519,ممتازه,1.0
585,585,520,انه برنامج جميل جدا يستحق متابعه,1.0
586,586,521,التطبيق مش عايز يفتح,-1.0
587,587,522,تجربة جيده إلى الان نتمنى لكم المزيد من التقدم ...,1.0
588,588,523,طلبت كان ماكول وآلله,-1.0
589,589,524,جميل جداااا انصح بتحميله,1.0
590,590,525,يستحق مليون نجمه,1.0
591,591,526,جيد ومفيد,1.0
593,593,527,زفت,-1.0
597,597,528,بيروت-الرياض برنامج كتييير حلو في الرياض,1.0
598,598,529,مابفتح كل مابدي اطلب اشي مابفتح بس تحديث بتحدث وخلص صراحه ندمت,-1.0
599,599,530,كيف أكون كبتن معكم,-1.0
600,600,531,تجربة سيئة تأخير جدا اكتر من ساعه و٢٠ دقيقة . والطلب بارد وناقص اضطريت انتظر تانى السائق يعود للمطعم ويحضر باقى الاكل والاسؤ من كل دة ردود الموظفين كل واحد يقولك معرفش تحب تكنسل .,-1.0
601,601,532,اسىداسىدمحمدعمرر,1.0
602,602,533,رائع جداً جداً 😍,1.0
603,603,534,سييء جدا وقد تم حذف الابليكيشن,-1.0
604,604,535,لانهم خلوني احمل البرنامج غصبا عنييي 😡,-1.0
605,605,536,نظام سيء جداً تأخير في توصيل الطعام وتأخير في كل شيء ويوصل الأكل باااارد,-1.0
606,606,537,ما,1.0
608,608,538,ممتاز لكن يتاخر بالطلب,1.0
609,609,539,البنامج صدق و فادني ولكن انه فيه مطاعم في المنطقة اللي انا فيها توصل و لا طلعت في البرنامج فا اتمنا انكم تعدلون هذا الشيء .... و شكراً,1.0
610,610,540,سي جداا,-1.0
611,611,541,Very good for lazy,1.0
612,612,542,تطبيق مفيد وناجح تشكرون على الجهود,1.0
613,613,543,تحت التجربة ياريت تدعيم اللغة العربية,1.0
614,614,544,ممممتاااز,1.0
615,615,545,انهو راااااااااائعة,1.0
616,616,546,احسن تطبيق💓,1.0
617,617,547,تطبيق فوق الممتاز يستحق التحميل رائع,1.0
618,618,548,كانت هناك مشكلة و تم حلها شكرا لتعاونكم,1.0
619,619,549,راااااااائع ومريح,1.0
620,620,550,سيئ للغاية تطبيق من جديد فاشل,-1.0
621,621,551,هل يوجد رحلات للعريش,1.0
622,622,552,وممتاز,1.0
624,624,553,أنصح كل واحد ينزله من وجهة نظري,1.0
625,625,554,أروع على أطلق,1.0
626,626,555,٠١١١٢٤٥٥٧٨٣,
627,627,556,جداً جمميلل التطبيق💛✔🔝,1.0
628,628,557,ده برنامج رائع جداً,1.0
629,629,558,البرنامج جدا ممتاز,1.0
630,630,559,افظل موقع وخدمه ممتازه من متابعه وجودة الأكل وشكاوي الزبائن ويضم أغلب مطاعم الكويت ،،،،، شكراااااا لكم,1.0
631,631,560,افضل تطبيق لطلب الأكل روعه😍🖒,1.0
632,632,561,تأخير طلبات يعد مشكلة العصر هذا يجب عليكم حلها حتى لو اضررتم توفير سائقين من عندكم,0.0
633,633,562,الموقع صعب يحدد موقعي,-1.0
634,634,563,ارجوا راجاءا خاص اضاافة مدينة نجران,1.0
635,635,564,تطبيق اجمل منه انا مافي كافي,1.0
636,636,565,اجمل موقه على الاطلاق لقد اعجبني ذالك,1.0
637,637,566,لم أثبت التطبيق واحصل على ازعاج من كثرة الدعاية للتطبيق سواءآ عند اتصالى بالهاتف او عند عدم الأتصال..,-1.0
638,638,567,التطبيق لا يفتح يعطي خلفيه بيضاء بعد التحديث 1/9,1.0
639,639,568,لسا منزل التطبيق وبطلب وبدخل الكبون بتاع الخصم وبيقولي هاذا الكود عند الطلب اول مرة فقط ولله لسا منزل البرنامج دلوقتي بس انا فهمت سياسة البرنامج ايا حد هيدخل الكود يلي هما حاطينو كان بقا اول اورد ولا عاشر اوردر يقولولة ده مش اول طلب شركة حرامية وكذابين لو مش قد العرض متنزلوش بيشتغلو الناس,-1.0
640,640,569,لسه,1.0
643,643,570,ليه مفيش خط يدخل شارع مصر والسودان لجامعه القاهره لازم امشى ٣ محطات لكوبرى القبه عشان اركب للجامعه والعكس ياريت يبقى فى خطوط من حدائق القبة للجامعه والعكس,-1.0
644,644,571,تطبيق سيئ يسرق الفلوس ويلغي الطلب من نفسه,-1.0
645,645,572,ممتاز جدا انصحكم تجربو,1.0
646,646,573,عروضه بسيطة ومش بتتفعل,-1.0
647,647,574,كانت جيدة,1.0
648,648,575,أنهو جيد جدا,1.0
649,649,576,اجاني قسيمة خصم ب5. 5 دينار ولما اطلب بدهم كود القسيمه وما في كود شو الحل يومين وبتخلص عرض القسيمه,-1.0
650,650,577,مافي احسن منه بس لو تكون كل الاطباق لها صور لان بعض المطاعم الاطباق تكون بدون صور,1.0
651,651,578,بصراحه هذا البرنامج لا يعلا عليه للامانه,1.0
652,652,579,واو !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!١!!!!!!!!!!!!!!!!!!!!!!!!!!,1.0
653,653,580,محمل  البرنامج ومدري ايش واخرتها يدق علي إندونيسي,-1.0
654,654,581,ماحلو ولايستاهل مافي العراق صراحتا ولانجمة يستاهل بس عمود اتعليق,-1.0
655,655,582,تمام، ذق,1.0
656,656,583,روعه روعه روعة جميل جدا واو شكرا ع هذ التطبيق 🍲🍛👌,1.0
657,657,584,برنامج مفيد.,1.0
658,658,585,شغل حكومة و تأخير,0.0
659,659,586,هااايل,1.0
660,660,587,خمسون نجمه,1.0
661,661,588,ضيفوا الطعام المفضل سيكون التطبيق روعة,1.0
662,662,589,جيد الي حد ما,1.0
663,663,590,سيء جدا جدا,-1.0
666,666,591,برنامج فاشل ايش انتظر 60 دقيقه ولا 75 دقيقه خير يذبحنا الجوع وما جا الطلب لو اروح رجليه ابرك,-1.0
667,667,592,لاكن التحديث الجديد مو قد كذا,1.0
668,668,593,لا ااحتاجه,1.0
669,669,594,تطبيق فاشل جدا 😠😠😠😡😡😡,-1.0
670,670,595,ممتاز للغاية,1.0
671,671,596,ياريت يكون التوصيل اسرع من كذا,1.0
672,672,597,تحسين فترة التوصيل من 2 ساعة على 30 دقيقة على الاكثر,0.0
673,673,598,صراحه تطبيق سهل ووفر علينا عناء الذهاب للمطاعم نتمنى لكم التوفيق,1.0
674,674,599,تطبيق رووووووعه وماابالغ بس فيه مشكلتين الاولى هي الاكل يوصل بارد الثانيه يتأخر في التوصيل,0.0
675,675,600,تطبيق جيد.,1.0
676,676,601,واجد حلو والتوصيل بسرعه,1.0
677,677,602,قللوا قيمة التوصيل بلييز,1.0
678,678,603,جميلة  الخدمة وسياسة,1.0
679,679,604,لو سمحت بحاول أسترجع الباسورد و كتبت الميل علشان يجيلي رسالة إعادة الباسورد مابيجليش حاجة,1.0
680,680,605,لااعرف,1.0
681,681,606,روعه روعه,1.0
682,682,607,روعههههههه ممتاز,1.0
683,683,608,كل ما أسجل يقولي خاص ب كروت بنك مصر فقط وأنا البنك الاهلي,0.0
684,684,609,عروض مميزة,1.0
685,685,610,قولتولي في باقة مجاني لما احمل التطبيق مفيش حاجة يعني جات ممكن اعرف لية ؟ٕ!,-1.0
686,686,611,جميل اوي,1.0
689,689,612,مزيد من التقدم,1.0
690,690,613,رائع جدااا👍🏻❤,1.0
691,691,614,حضراتكم رفعتم تسعير رحلة الساعه ٧.٣٠ صباحا ف محافظة الاسكندرية محطة شارع خيرالله الى محطة سوميد من ١٧ جنية الي ٢٣ جنيه عشان شغلتو التكييف بس ف حين ان قبل ازمة كرونا كان التكييف شغال وب ١٧ جنيه بس ازاى؟؟ برجاء النظر الى التسعير لانه غير مرضي,-1.0
692,692,615,البرنامج ضعيف ومش راضي يشتغل,-1.0
693,693,616,عدلو تاخير الطلبات,-1.0
694,694,617,Η ιδέα να ηξ,-1.0
