,Unnamed: 0,review_description,rating
10185,10272,منتصر موافق موافق حب صفق صفق يم احسن,1
10186,10273,مو راض تحمل عند,-1
10187,10274,خلص شكر دي شي,-1
10188,10275,جمل شي ني ختار اي شي لي حب,1
10189,10276,له تطبيق جميل جد جد رائع ستحق جوم تجرب تطبيق,1
10190,10277,خر شكل حل تطبيق,1
10191,10278,تمنى وفير محافظ عقيق مدين باحه,-1
10192,10279,شكر ان همتو مشكل حلت مان خت خصم زي قل وحش ازم مان قول حو شكر طلب,1
10193,10280,عايز عرف تكاليف رحله ام حجز مشوار ثاب مثل كام ومي حجز,-1
10194,10281,جيد جميل,1
10195,10282,نااااااااار,1
10196,10283,رائع,1
10197,10284,طبيق عب يقول حساب مرتبط هاتف خر حذف تطبيق نزل مرة تان مصيب ني عمل دا عل قيت جايبل رسال عقيم نفس كو ية طبيق مصر كفائ زي تطبيق دول اخرى,-1
10198,10285,يه يجيلو قت قف حذف رجع نزل تا جميل جدا تعامل خلال,1
10199,10286,خايس خم,-1
10200,10287,طبيق ممتاز لكن رجاء توصيل سرع كبر,1
10201,10288,حس معامله مواعيد مظبوطه,1
10202,10289,حلم,1
10203,10290,مممممممتاااااز,1
10204,10291,تاخير توصيل ساع اكل وصل ارد ساع لا وقت صراح شكر تم سارع توصيل,1
10205,10292,ججججججميل جد,1
10206,10293,عملتو حمل علان ضخم اختفيتو اعلان هائي ماتردو ناس طيب تتوقع تستمر ياخ رد ناس ستفيد اقتراح عدل ضع صحح خطائ,-1
10207,10294,رمض دلوق طلب ساع صل اذ دقيق نصح إلى بي نزل لا نزل روح رج كن لكن لا نزل جه عابس غضب,-1
10208,10295,رررروووووووعه,1
10209,10296,سيء جد جد جد اعلان رخم على متصفح روم,-1
10210,10297,طبيق سيئ تم خصم مبالغ ذن مستخدم,-1
10211,10298,مطاعم لا لتزم دق طلب مواعيد ذا جب إستبعاد,1
10212,10299,مر روع جن,1
10213,10300,حذير تطبيق ده ده روس,-1
10214,10301,رنامج معفن مفروض كتب رقم جيلي رسال تعريف مش تيج,-1
10215,10302,ضل طبيق كابتن,1
10216,10303,ذا طلبتو طلب اش حس كي نت ان طلب ختلف سعر توصيل صير قل يش طلب,-1
10217,10304,مميز إن طلب راح دون تصال فهم فهم لي شتكي توصيل جيب مكين سحب مامع صرف تأخير رى سباب مطعم نفس مو برنامج,1
10218,10305,سويفل تح قد ارسل رسال على ابليكشن لم صل اي رد رجاء افاد إي جد رد شكر,-1
10219,10306,دق سرع موافق حمر,1
10220,10307,إلغاء طبيق طلب موضف طلب مش عبيد عند,-1
10221,10308,رنامج رائع اك مطاعم عتذر عمال توصيل عدم جود صراف متعمد عدم إحضار أصناف استبدال أرخص خبار عميل عدم جود صنف مختار جود,1
10222,10309,عععععععععععععععععععتق,1
10223,10310,موقع رائع نفع حييل رح امار ان عند تشكيل مطاعم ممتاز حت ذا حد عرف سافر قدر تطلبل نت ديره له وفق,1
10224,10311,عواف,1
10225,10312,حلى حلى طبيق ماكول,1
10226,10313,إن جيد,1
10227,10314,نه رائع مفيد جميع,1
10228,10315,صوص سرق وس حسب له على حت مارسلت ادله كرو رنامج ستحق ثقه دير ال صوووووص غضب غضب غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق,-1
10229,10316,كل علق انستطيع تواصل خدم عملاء,0
10230,10317,مش راض دخل صل,-1
10231,10318,واساب,1
10232,10319,حب حب حب حب,1
10233,10320,معامله ويس جد,1
10234,10321,ماذ تم حل مشكل,-1
10235,10322,خدم ممتاز جد,1
10236,10323,حس عامل محترم,1
10237,10324,حب,-1
10238,10325,رائع حب حب حب احسن احسن احسن,1
10239,10326,طبيق جميل جد رحب اهتمام حديث شكل دور,1
10240,10327,طلب نتاك وقت دقيق حين كثر ساع نص ماوصل طلب,-1
10241,10328,صراح نا سو جم حد ان حصل منطقه لي نا سك,-1
10242,10329,مفيد جد جد جد,1
10243,10330,خدم رائع لكن حتاج محافظ إلى محافظ أن عناء حقيق,1
10244,10331,حديث سئ جد,-1
10245,10332,برنامج ستاهل لف جم عنجد نا طلب يتزا جال طبق مرتب جد جدأ,1
10246,10333,ممتاز جد,1
10247,10334,رنامج فوو,1
10248,10335,معلق,1
10249,10336,ياري كو حديد مناطق متاحه بحث أن حث متاح ين متاح,-1
10250,10337,ول يش مااقدر حجز كتر مقعد تاني غريب بلد مايعرف ماك محط عمل يه,-1
10251,10338,ين ماو بيت,1
10252,10339,محبوب,1
10253,10340,نزل ابلكيشن دخل رقم تليف تم طلب عمل على فيس لم يستجيب طلب مفيش واصل اي مسئول,-1
10254,10341,خدم سئ جدآ سائق جيد حجز عجمى ستار نهارده سواق ماوقفشى فى محطه جابلى رحله ته,1
10255,10342,رنامج شل جد جد,-1
10256,10343,خز طلب حز حز,-1
10257,10344,أن رائع,1
10259,10346,شكر كان قطع,1
10260,10347,ياجماع برنامج تعب تيررر احد نزلو,-1
10261,10348,مج ال,1
10262,10349,سئ جد مش عارف حجز طبيق منته سوء,-1
10263,10350,جننن,1
10264,10351,سئ جد جد جد خدم عملاء ئه عروض هم دخل عش وفر دفع فيزا سحبو فلوس متلقيش عرض لو قييم صفر نت اختار سالب,-1
10265,10352,حد ادنى طلب مصييب,0
10266,10353,موافق احسن حب,1
10267,10354,رهيب حب,1
10268,10355,سوء طبيق تمني عود تطبيق قديم,-1
10269,10356,موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق,1
10270,10357,شل جي سجل قول بيان صحيح حد خدم عملاء رد قرب قت مم,-1
10271,10358,فضل رنامج وصيل أكل بها جوائز او او او,1
10272,10359,حيللل حلوو,1
10273,10360,مام مش برنامج مش يشتغل عايز طلب اوردر مش عارف يه مشكله ريت حد تواصل شغل,0
10274,10361,إنترنت لا حدود مصر,-1
10275,10362,رررررهيب,1
10276,10363,صراح تح معا,-1
10277,10364,اداره تم اجراء خاصه ملكيه كذا قل ملكيه بيع تفويض لى خص عملاء مجموع تعامل,1
10278,10365,بو طير,1
10279,10366,سياس جديد زبال ذا طلب قل شي ازم دفع دينار غير موافق حمر,-1
10280,10367,ازم رقم وي امم فعل برنامج رقم موبنيل,-1
10281,10368,حب حب حب حب حب حب,1
10282,10369,ضيف عود ماكدونالدز,1
10283,10370,شل غلب مطاعم مقاه منطق وجد لدى وصيل منزل لكن استخدام برنامج لا توفر توصيل منزل حج نه لا وجد وصيل نقطه محدده ما ذا طلب نفس تواصل مطعم دايرك كو توصيل متوفر إذا شي جديد فر برنامج دل ان وفر خدم جديد او سهيل حذف خدم رجع قول رنامج شل غير موافق حمر غير موافق حمر غير موافق حمر غير موافق حمر غير موافق حمر,-1
10284,10371,أسف مرة وصل أكل ارد رغم قياد كباتن متهور غير خلاق داخل مدين عقب,-1
10285,10372,عم تم سجيل دخول,-1
10286,10373,ماذ لا تم إضاف رقام هواتف مطاعم نقص وحيد برنامج,0
10287,10374,يطلب حديث مش عايز تحدث شتغل,1
10288,10375,شرك جد محترم معظم جوانب مواعيد خدم اص لخ,1
10289,10376,ان مساعد جميع له وفق ساعد شكر,1
10290,10378,ممتاز صار رو دائم نسب طلب لا طريق,1
10291,10379,ممتاز لكن رجو اضاف مطاعم كثر,1
10292,10380,مقياس حكم,1
10293,10381,طبيق ممتاز ياري شمل مطاعم ان طبيق شروط صارم بعض مطاعم رفض وصيل طلب صغير ظلو يماطل يماطل حت زب قنع يكنصل طلب,0
10294,10382,ممتاز سهل استخدام حتاج لى اضاف مطاعم كثر,1
10295,10383,سيء خر حد,-1
10296,10385,روع حك لي قرأ تعليق سلبيه خل تردد جرب هاد تطبيق يوم قرر جربو وماشاءالله على ذوق خلاق تعامل لي صل طلب محترم جدآ في مصداق وصل وقت تير قصير شكر كم,1
10297,10386,مفيش كواد خصم,-1
10298,10387,حتراف مواعيد ساع,1
10299,10388,سوء خدم عملاء دليفر فضل من,-1
10300,10389,مر عجب,1
10301,10390,يستهزء يستهزء يستهزء,-1
10302,10391,مررررر حل دايخ,1
10303,10392,نا حب أكل,1
10304,10393,جد شرك زي زفت سواق قم قل ذوق عدم التزام,-1
10305,10394,تطبيق كل صب نصب فلوس لي موجود محفض تطبيق ره روح,-1
10306,10395,طبيق سي,-1
10307,10396,جرب كثر مررررر جد ممتاز,1
10308,10397,مم شتغل معا لدى سيار جيل امجراند موجود إسكندر دور إسكندر,1
10309,10398,تطبيق ممتاز لكن دفع طريق بطاق ائتمان محدود,1
10310,10399,ماذ تطبيق لا عمل طلب طلع لا قدر طلب طلع يي تم يقاف تطبيق طبيق شل,-1
10311,10400,روع توصيل وقت مناسب,1
10312,10401,اسف مفيش محافظ ياري عمل خط فيوم اكتوبر عايز نجح ازم ريح ناس,0
10313,10402,رنامج شل عمل طلب دفع كي نت تواصل مطعم ان أخر لغن ان طلب,-1
10314,10403,ابليكشن رافض طلب عندى يكتبلى لا مك ضع طلب,-1
10315,10404,مشاء له روع تطبيق طلب اكل مريح جد صراح طبيق قدر ستغن عن امام طبيق طلب,1
10316,10406,حبيب عم حج عمر له رك حال قلب نت له عرف يش قول,1
10317,10407,عنه,1
10318,10408,موافق موافق موافق موافق موافق,1
10319,10409,شرك زبال عطو موظف اردن حقوق سقط منك عين رأ نتو ويس غبائ خسرت محب ناس سائق,-1
10320,10410,لٱ ستطيع تواصل مع ديت قسائم مـــن رمز دي حصل قسائم يش واصل مع نتو لهو خف,-1
10321,10411,طبيق سئ جد طلب كل اكل جه ناقص جد لمت خدم عملاء مر تواصل معاي قسم مختص كتر مر قالى عش مفيش صور خد أكل ملكش حاج عند,-1
10322,10412,نبنقمفمهفح,1
10323,10413,ممتاز احسن,1
10324,10414,ديمممم مممممم,1
10325,10415,تم غاء ثبيت برنامج فشل جدار,-1
10326,10416,شول ولا لا ضح موقع نارررررر,1
10327,10417,جد سهل سرع طلب,1
10328,10418,رائع جد لي امام,1
10329,10419,حل رنمج,1
10330,10420,مطاعم طلب رنو حكول وصيل مكا,1
10331,10421,طبيق اااااشل انتظر اوردر ساع تواصل معا فهم سبب تأخير قلتول مطعم غى طلب سلام يه ايد صل,-1
10332,10422,جأ ظهر رسال حساب نتمي هاتف آخر مسح مش عايز نزل,-1
10333,10423,جيد رة لكن طبيع رنامج فكير,1
10334,10424,تطبيق قول محفظ ايمتالك شخص خر جب مسح تطبيق تنزيل خر مسح نزل سه مفتحش خدم زاف فداف تافوق على كاش خدمه,-1
10335,10425,خدم ممتاذ جد سيار جميل,1
10336,10426,لدى عديد اطلب,1
10337,10427,شرير على قت دق موافق,1
10338,10428,مديناااااااااااااااتي عشق حب نضاف رق رد رد,1
10339,10430,هه ز,-1
10340,10431,جمل,1
10341,10432,شك قدم نتو مهتم زباين مر كلب تاخر على طلب كثر ساع نص مر يتكنسل طلب طلب نطر خرت منتكنسل طلب علم اهماااال عيب على سو ناس جذ نا احصل مع مر قدم شك حد هتم صج حطي جم تستاهلونها,-1
10342,10433,تاخير كل ارد موقع فااااااشل,-1
10343,10434,مر طلب يتزا هت جب شخص أخر على ساع دق يوم تال عتذر عط عرض يتزا سط تعويض بعد دقي سأل تعويض لي قال عن قال شي حساب سجل دقي طلب قال كلام راي شخص طبيق حل سهل تعامل معا خصوص ذا طلب شي او ذا شتكي شي لكن تمنى ذا تعويض عل تمنى كو عل مو لام,1
10344,10436,عكس همش خدم حمد رب هتم احسن احسن حب,1
10345,10437,جد جميل تاخر علي طلب نصح جميع يه حب حب حب حب حب حب حب حب حب,1
10346,10438,قتراح إضاف خدمةGPS إرسال موقع,0
10347,10439,خدم عملاء سيئ أخر طلب حاول كلم خدم عملاء برنامج نطر كثر نص ساع,-1
10348,10440,ان طلب جن طلب ين بيت احسن احسن احسن,1
10349,10441,گويس آلمهم آتس يا شكرآ رمز,1
10350,10442,خدم ممتاز لكن نقص رقم طوارئ ينما نستنى شات كون ستو حر,1
10351,10443,راض جد رنامج سهل على ريح حيل وس,1
10352,10444,له لع اعلن,-1
10353,10445,حيل حل تصفح مني مطاعم نت بيت كبس زر جي بيت,1
10354,10446,رنامج حل حيل طلب,1
10355,10447,طبيق جد رائع لكن مشكل تاخر توصيل فقط نه رائع حب حب حب,1
10356,10448,داب ورد طلب تأخر علي نسل حبي طلب غير مك قرب قالول نت استنفذ خصم طلب,-1
10357,10449,جد خدم ممتاز,1
10358,10450,اعلان مزعج,-1
10359,10451,هو - هي س سهل ل يستخدم,1
10360,10452,واااااااااااااايد مبدع حب يد نا قطر عز حب,1
10361,10453,حل رنامج حب,1
10362,10454,ممتازللغايه,1
10363,10455,مم ضيف رسب ريم بيك,1
10364,10456,رنامج سهل حيا,1
10365,10457,خدم ممتاز روع جذ شف,1
10366,10458,مي طئ تطبيق طبيع دائم علق,-1
10367,10459,منى ضيف موقع جبل أخضر عم تم طلب,-1
10368,10460,شكر,1
10369,10461,طبيق زبال لي صمم زبال خدمه زبال له لا وفق راع,-1
10370,10462,رنامج روع ريح كل وجود فضل مطاعم سهول طلب له وفق ان شاء له حب,1
10371,10463,حل طبيق شف حيا,1
10372,10465,تطبيق جئ مش راض فتح مسح نزل كثر مر فاض,-1
10373,10466,دي محمد,1
10374,10467,صفق حمر,1
10375,10468,جيد و سريع,1
10376,10469,أخير داائ توصيل,-1
10377,10470,ياخذ قت طويل,0
10378,10471,تطبيق راءع,1
10379,10472,جميل جم,1
10380,10473,خدم محدود أماكن وصل عط جم مساح,-1
10381,10474,وصيل سريع دفع آمن طبيق ممتاز,1
10382,10475,مواقع زق ساع منتضر كل فتح طالب مكتوب متبق دقيق له موقع زق,-1
10383,10476,ظام داخل سيء أخير رحل لغو رحل حال,-1
10384,10477,ول مر طلب موقع طلب رى نه شل طلب مطعم شرمب كان توصيل مسجل دقيق لكن اسف صل ساع صف هذا تواصل خدم طلب متابع طلب نت متابع مم طلب تأخر كثر,-1
10385,10478,شرك رائد فى رسال اكواد وهم نصب علش عمل دعا هم منتهى استخفاف عقول عملاء تاع ظام جر رجل شيل كواد خصم,-1
10386,10479,زاى رحل ساعه تلغيهاالاتلت زاى مش عمل رحل ديل طب نا عندى متحا نت عرف يه لى حصل فى حقيق مافيش إحساس مسئوليه,-1
10387,10480,جاهل كبييييييير قم طلب طريق تطبيق ساعه ال ليل صل طلب جب جب قم أرجاع طلب تم وصل وجب مع حار علم لدى ضيوف عشاء أخر طلب ساع ثانيه صباح قام توصيل وجبه قديم نفس علم نه جهز ساع وجب ثانيه مطابق طلب اكتشف دفع قيم وجب سائق طلب مطعم مطعم حبايب رع طبربور رجو حضر عمل لازم خصوص نتم شرك عالم مجال,-1
10388,10481,رنامج شل جد جد جد جد ناح طلب طريق طاق نك نصح اي حد طلب طريق كريدت ارد مر صادف مشاكل برنامج طلب يف سحب بطاقه يف في حال استرجاع مبلغ عقيد تاخر فتر طويل,-1
10389,10482,سريع مفيد جد,1
10390,10483,تجرب ممتاز سرع توصيل,1
10391,10484,ازم جي ساع بعد تأخر,1
10392,10485,موقع صاب عروض مزيف طلب اوردر بعد شح تصلو قولو مواصف قل حنلغ اوردر حضر,-1
10393,10486,علق,1
10394,10487,طبيق جميل سهل سريع,1
10395,10488,رووووووعه و فی ای قص سهل استخدام حب حب حب حب,1
10396,10489,سئ جداا نا مسافر نا ولاد متاح رسي قط زا ركب نا مثل هما يج جر,-1
10397,10490,طبيق شل ول جرب تصلو على دقيق عش ظلم عش قل مطعم عطل نت عند عصب,-1
10398,10491,تم حظر طبيق رجاء تواصل ان خطأ قصد إلغاء رجاء حظر بيلغ شعار ذلك قوم تفاد خطأ,1
10399,10492,رنامج ممتاز ين يتزا هت يش مو موجود,1
10400,10493,زف مش عارف جد محافظ,-1
10401,10494,سعار غال,-1
10402,10495,مسؤل ال مسؤل,0
10403,10496,جو سرع,1
10404,10497,جوار قت لياقه,-1
10405,10498,فضل موقع طلب مطاعم هن ماشاء له حب,1
10406,10499,طبيق سيء شرك سيئ تعامل ئا شعب مع موظف حسب له نعم وكيل في كل حد شار مسخر تبع حسب له في,-1
10407,10500,نه حلى طبيق كون كل,1
10408,10501,ططط,1
10409,10502,نفع عملو ديو يف استخدام ان عايز روح محله استاد,0
10410,10503,قرق,1
10411,10504,فضل مطعم زوى,1
10412,10505,كول لنكليز,1
10413,10506,نت عاوز شغل عرب معا نفع يه,1
10414,10507,حاح جميل جد موفر وقت رائع جد,1
10415,10508,جرب ءه جد,-1
10416,10509,خطوط متوقف آخر رمض ىبد مبرر تال مطلوب بحث سيل خر ده شل شرك ان وبر اص شغال عاد جد,-1
10417,10510,خيال,1
10418,10511,فكره طبع مر جميل لكن ضيفو ماكدونالز نتاك,1
10419,10512,عم صير مشاكل قيم فاتور تا مرة طلع مبلغ كبر مبلغ صحيح مابك ضح شو هاد فرق اتور طلب تمنى ان هتم موضوع لا رح لغي تعامل مان طل قدر تواصل مركز مساعد او قدم عتراض,-1
10420,10513,طبيق حش جدااااااااا نزلت يقولى فى صدار حدث لما شف اصدار عندى قي هو حدث صدار تطبيق مبيشتغلش,-1
10422,10516,صراح نا ماشفت فضل ده برنامج طلب لى اي مطعم مفضل,1
10423,10517,نا داخل حزر اي حد جديد لاش نزل طبيق طلب ان حرام ولاد سخ شكر,-1
10424,10518,جيد جد,0
10425,10519,جرب كتر مرة رحل انت ممتاز مريح جد مكيف ملتزم مواعيد,1
10426,10520,قدر وصل نبع بحر نبع نخل,0
10427,10521,طبيق شل معامل سيئ جد جد جد ستحق نجم ضيع زب مطعم طلب دقيق نظام متابع طلب مشاكل خطاء مرة عدم إرجاع مبالغ مستلم وضع رصيد يتعبر طريق إجبار إعاد طلب تطبيق,-1
10428,10522,سئ قت وصول غلط,-1
10429,10523,سوأ سئ,-1
10430,10524,ساركاوثاوليري,1
10431,10525,جرب,1
10432,10526,نحن مر و نحن نتظر ل ساع و هم لم فعل ذلك ر حضر هو - هي و ثم هم مسمى نحن بعد ان ساع أو أكثر قائل نتظر ل آخر ساع دون قائل آسف أو أي شئ طيف - جيد,-1
10433,10527,حب حب حب حب حب حب,1
10434,10528,خدم جيد جد,1
10435,10529,فووووو,1
10436,10530,جرب سيئ رسل تطبيق شعار كود خصم بعد قم عمل طلب تم إلغاء سبب خطأ تطبيق ضح وكيل قال ان تم رد مبلغ ود خصم لم تم رد ود خصم هائي ان قول وكيل أن عرض نتهى رغم خطأ جه وعد وكيل رد كود مجرد لام,-1
10437,10531,احد نزل سيئ جد جد انخصم مبلغ حساب لم صل طلب مر طلب ساع لم تواصل مع اي حد من اعتذ او آلي رجاع مبلغ مخصوم من وصيل ركز شو ذا نتو مب قد سكر شركه حس دام خصم فلوس دون توصيل مك تصل نوصل شكاو ايميل لي محد رد رقم مقطوع لي حاطي,-1
10438,10532,شرك شل صابي لمت خدم عملاء يش حل حجز رحل غصب عن عاوز خلي دفع ثم نا طلعتهاش مفروض بقى غرام مش ثم تذكره,1
10439,10533,رائع ممتاز,1
10440,10534,موقع سريع جد ممتاز,1
10441,10535,هربائ سلسي,1
10442,10536,رنامج روع عروض جميل وي سرع توصيل مفيش مصاريف وصيل ضح ضح ضح منتصر,1
10443,10537,حل شيء جي حك رد جو يقولول واصل مع بريد او مواقع تواصل اجتماع جي تواصل محد رد,-1
10444,10538,سئ جد مو شتر هدايا شئ,-1
10445,10539,حبيب,1
10446,10540,برنامج سي درج بير منصحش حميل تطبيق غير موافق,-1
10447,10541,عنجد شكر شرك على برنامج,1
10448,10542,خدم محترم,1
10449,10543,ممتاز تمنى توفيق,1
10450,10544,رائع ماشاءالله,1
10451,10545,طبيق سهل مريح جد,1
10452,10546,زبل موقع عالم لا وجد تبرعاا يد كل لا نصح جميع تحميل,-1
10453,10547,فضل طبيق طلب يد ممتاز,1
10454,10548,جد,1
10455,10549,جيد,-1
10456,10550,متل ناصر قصب قصب ما قصب سكر هههههههههه,1
10457,10551,جيد حد,1
10458,10552,نصح بد طلب كان ظهر قت توصيل ساع أخر طلب ساع مبالا دعم,-1
10459,10553,موق حل راب سل عش واصطه,1
10460,10554,طبيق ممتاز شكر,1
10461,10555,محتاج كو لغه عربيه سهول تواصل,1
10462,10556,زباااااالة خدم توصيل زبال يه خل سيط بين بين مطعم,-1
10463,10558,منتظم مريح,1
10464,10559,حس رنامج وصيل طلب,1
10465,10560,مزيد نجاح ان شاء له,1
10466,10561,سيئ اﻻسباب اي جن اوﻻ نزل تطبيق طلب ول مرة حل تصل خدم عمﻻء تابع تطبيق تأكد معلوم بيان خاص مستخدم عد مطعم لي نت طلب تأكد مام لكن قت استﻻم طلب ياخذ كثر ساع نص ثاني طلب لي بعد انتظر كثر ثﻻث ساع قسم له ثﻻث ساع ذه استلم طلب ارد ماه طلب مطعم مطعم لي طلب طلب عند اﻻتصال خدم عمﻻء مباشر تصل موظف تأسف خطأ غير مقصود يش خراب مالط,-1
10467,10562,تطبيق مش شغال عند,-1
10468,10563,خدم مميز كر جديد غمز غمز عضل عضل,1
10469,10564,مااقدر اوصفل هياا ممتع ذيذ جميل غايه شكر جدا,1
10470,10565,طبيق جميل مريح جد,1
10471,10566,فضل موقع طلاق حمل تطبيق مشاب حس,1
10472,10567,نصح نزلو هاد برنامج حب حب,1
10473,10568,خدم عملاء حش جد,-1
10474,10569,حريق مرهههههههه,1
10475,10570,يب مرة نصح,1
10476,10571,مبتسم,1
10477,10572,رة رائع,1
10478,10573,جميل رائع جد,1
10479,10574,تطبيق مش راد عمل حط رقم ستن رساله تاعت كود مش تيج ومبيشتغلش,-1
10480,10575,بى ةىىبيبيهتوابي بريسىىىروةتتااغلل لى بللىةةايبانننه,-1
10481,10576,ممتاز هويخدم ناس مجتمع,1
10482,10577,سيء جد ول مرة لا استفد كود خصم اول مرة ابعتل حل مشكل,-1
10483,10578,ماف وصيل أم غاف,1
10484,10579,شكر مجهود جبار,1
10485,10580,طبيق خايس وصل رمز غاضب,-1
10486,10581,طبيق جيد حتاج طوير بير غضب,-1
10487,10582,روع نصح تحميل سريع رع اناجرب أنت,1
10488,10583,سئ جد جد جد اسعار مبالغ شكل غريب ازم جبر حمل تطبيق عش عرف يعر طبع عدد تحميل زيد ده مش عش طبيق جميل لا ده عش عرف سعر غير موافق غير موافق غير موافق غير موافق,-1
10489,10584,اسف مستاء غيرى عدم حل شكوى طريق ريق سويفل رجو تفضل عمل لازم عاد خطوط باص رحل منتظم عجمى لى رج عرب مساء وعود رحل تى انت موجود أين عد عوده رحل مواعيد جديد,1
10490,10585,طبيق استعمال سهل,1
10491,10586,عجيب برنامج برامج مميزه لي مانستغنى عن تمنى ان طور أن عنو كو رسال موقع سهل سايق توصيل مو سواق دل,1
10492,10587,نل تطبيق مش يفتح عند ول مر ستخدم عمل يه,-1
10493,10588,سهل جارب ويس معا,1
10494,10589,نه جيد ممتاز,1
10495,10591,له حرام يش خذ زياد حي يش بي وس زياد يش,-1
10496,10592,موقع تسليم فور أول مملك,1
10497,10593,فضل رنامج وصيل طعام عراق نواح,1
10498,10594,ىت,1
10499,10595,رنامج ستحق نجم صفر دفع من عاشر رمض نزل لف يا مصر كل قول دي مش سك لما مش سك تاخد أوردر يه عايز فهم يه حاسب على مك نزل مك تا تأخر معاد,-1
10500,10596,جميل خايس,1
10501,10597,طبيق مستوى سجيل دخول صعب متعب اسعار مبالغ لا نصح تحميل,-1
10502,10598,رنامج جيد جيد خدم عملاء شكل رائع شكر,1
10503,10599,ياري بقي سخ عرب برنامج,0
10504,10600,كح غفقثيبففلبفڤخثخثصخضحصحححضدذ حب يستهزء صفق ثق صفق ثق ضح رق شجر ارث حب ستياء منزعج حز قلب حز ضح قلب حز ضح قلب حز ضح ضح قلب حز ثق ثق ضح حز قلب حز حز قلب حز حز قلب حز ضح قلب حز قلب حز قلب حز قلب حز قلب حز قلب حز قلب حز قلب حز قلب حز منزعج منزعج قلب حز قلب حز قلب حز قلب حز قلب حز قلب حز قلب حز قلب حز قلب حز قلب حز قلب حز قلب حز قلب حز قلب حز قلب حز قلب حز قلب حز قلب حز قلب حز حز ارث حز ارث حز ارث ارث,1
10505,10601,تا,1
10506,10602,وصيل سريع طبيق رهيب لل امانه,1
10507,10603,موحل ان ميوصل جرا عط جوم,-1
10508,10604,طلب ول دخل قال ذا اشتري شي يكون رصيد كو رصيد يس وش طلب وف وعود وعد,0
10509,10605,طبيق زي زفت عالم متخلف جنب رعينKFC يتزا ها جايب حاج,-1
10510,10606,ريح زم,1
10511,10607,معفن بي رقم لف بيت حن معندن,-1
10512,10608,نا حمل عش شوف ال طلب,1
10513,10609,عمل,1
10514,10610,مررررر جميل برنامج مريح نصح تحميل,1
10515,10611,ئد,1
10516,10612,رنامج ويس جد,1
10517,10613,ستحق لا نجم عدد مر طلب قبل طلب لغى بت ليل جائع طلب بعد يوم أخر قبول طلب قبول حديد قت وصول تأخر قت وصول صل تأخير موعد محدد دقيق حتى نتظر طلب كتب تعليق,-1
10518,10614,لا جعلو خدم توصيييل قود اجعلوهاFree,0
10519,10615,طبيق شل طبيق فضل من مرة راعي شكاوى زبائن ملاحظ أ شل طلب هناك كو ان طلب الذي - التي كو مر حس من أنت هو - هي أخذ داخل حساب عميل شكاو و عليق,-1
10520,10616,سهل استخدام معقد دايم تواصل مطعم تاكد طلب سرع,1
10521,10617,جيد طلب,1
10522,10618,مفيش رقم تواصل خدم عملاء معرف يف تم حجز مم رد سريع,1
10523,10619,مش شغال,-1
10524,10620,مثل,1
10525,10621,له نه ممتاز,1
10526,10622,يش جد مدين عراق رجو جواب,0
10527,10623,جيد,1
10528,10624,شكر,1
10529,10625,رنامج غب اف مطاعم ثير أقل شي ساع وصل طلب,-1
10530,10626,ولاد يستخدمو رائع جد سريع شكر طبيق رااااااائع مريح جدااااا طلبا بقاله خضره كل جنن وصل ريح تعب شي تحمل جميل حد جم موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق,1
10531,10627,له حلى شئ نا طلب مر له أكل كل صل,1
10532,10628,ماشاء له بار رحمن جميل جد,1
10533,10629,معاي ليف تش تي سي رغب حاول حمل تطبيق مش ظاهر جوجل لعب حاول سجل على ال جه تاب رضوا مش يسجل مشكل طبيق سويفل جهاز تليف شكر,1
10534,10630,تعامل مش طيف سعار توصيل صار غال أكل دايم وصلن ارد مع,-1
10535,10631,جميل جدااااااا,1
10536,10632,متفاجأ,1
10537,10633,جخب,-1
10538,10634,أن مطاعم لت وصل طعام مج قليل,-1
10539,10635,غير موافق غير موافق غير موافق غير موافق غير موافق,-1
10540,10636,رجو اضاف خدم وصيل يتزا ها لى مدينه عسكريه منطق بو,-1
10541,10637,أسعار مطاعم دبل سعر برنامج زيد قيم توصيل,-1
10542,10638,ممتاز جد سهل تصفح,1
10543,10639,له طبيق مش منيح طيئ جد تمنى تحس في مطاعم مغلق,-1
10544,10640,ممتاز جد يستاهل ستارز,1
10545,10641,جيد جد جد جد,1
10546,10642,روع حب,1
10547,10643,شرك نصاب طلب صل طلب ناقص حكي لف موظف يحك شكل حسب له عليك,-1
10548,10644,رة ممتاز جد,1
10549,10645,طبيق روع,1
10550,10646,حتاج قط لي زياد سيار خط كورنيش,1
10551,10647,رنامج ناجح ممتاز مريح,1
10552,10648,مش شغال منطق,-1
10553,10649,محمد يام,1
10554,10650,سئ جد جد جد اوردر يتاخر كتر ساع لم كتر مر يقولول سائق او مطعم هيتواصل معاك مفيش اي حاج,-1
10555,10651,جمييييل احسن احسن احسن احسن احسن,1
10556,10652,حاج ممتاز جد صراح,1
10557,10653,ذ,1
10558,10654,تاخر ثير ساع حتاج حد وصل طلب علم نه مطعم بيت داخل معبيل,-1
